국적,관광,상용,공용,유학/연수,기타,계,기준년월,대륙,관광객 비율(%),전체비율(%)
일본,198805,2233,127,785,4576,206526,2019-01,아시아,96.3,22.5
대만,86393,74,22,180,1285,87954,2019-01,아시아,98.2,9.8
홍콩,34653,59,2,90,1092,35896,2019-01,아시아,96.5,3.9
마카오,2506,2,0,17,45,2570,2019-01,아시아,97.5,0.3
태국,34004,37,199,96,6998,41334,2019-01,아시아,82.3,3.8
말레이시아,19043,95,7,99,2821,22065,2019-01,아시아,86.3,2.2
필리핀,14279,211,161,184,15638,30473,2019-01,아시아,46.9,1.6
인도네시아,14183,136,38,187,4298,18842,2019-01,아시아,75.3,1.6
싱가포르,8372,94,8,48,1333,9855,2019-01,아시아,85.0,0.9
미얀마,1304,10,31,67,3877,5289,2019-01,아시아,24.7,0.1
